010001213909052026000010000000000000875140000004193470900.00
110905202600335       47034       MCFUTCOMDHANIYA   200520260000000.00FF00M510850000000400000004938400.000000004938400.000000000400000000000000000000000.000000000000000000000000.000000000400000004938400.000000000400000004938400.00
110905202601262       YSP8R       MCFUTCOMDHANIYA   200520260000000.00FF00M510650000000100000001234600.000000001234600.000000000100000000000000000000000.000000000000000000000000.000000000100000001234600.000000000100000001234600.00
110905202601262       Z2CE9       MCFUTCOMJEERAUNJHA200520260000000.00FF00M510650000000030000000596850.000000000596850.000000000030000000000000000000000.000000000000000000000000.000000000030000000596850.000000000030000000596850.00
110905202601262       ZDJ2D       MCFUTCOMDHANIYA   200520260000000.00FF00M510650000001800000022222800.000000017901700.000000001450000000000000000000000.000000000000000000000000.000000001800000022222800.000000001450000017901700.00
110905202601277       AJ810       MCFUTCOMDHANIYA   190620260000000.00FF00M510750000000050000000626000.000000000000000.000000000000000000000000000000000.000000000000000000000000.000000000050000000626000.000000000000000000000000.00
110905202601277       B1408       MCFUTCOMJEERAUNJHA200520260000000.00FF00M510750000000030000000596850.000000000000000.000000000000000000000000000000000.000000000000000000000000.000000000030000000596850.000000000000000000000000.00
110905202601277       B1619       MCFUTCOMJEERAUNJHA200520260000000.00FF00M510750000000030000000596850.000000000596850.000000000030000000000000000000000.000000000000000000000000.000000000030000000596850.000000000030000000596850.00
110905202601277       B1619       MCFUTCOMJEERAUNJHA190620260000000.00FF00M510750000000030000000604350.000000000000000.000000000000000000000000000000000.000000000000000000000000.000000000030000000604350.000000000000000000000000.00
110905202601277       B5258       MCFUTCOMDHANIYA   200520260000000.00FF00M510750000000150000001851900.000000001851900.000000000150000000000000000000000.000000000000000000000000.000000000150000001851900.000000000150000001851900.00
110905202601277       B7643       MCFUTCOMGUARSEED10200520260000000.00FF00M510750000000100000000559800.000000000559800.000000000100000000000000000000000.000000000000000000000000.000000000100000000559800.000000000100000000559800.00
110905202601280       FA5094      MCFUTCOMJEERAUNJHA200520260000000.00FF00M510780000000120000002387400.000000002387400.000000000120000000000000000000000.000000000000000000000000.000000000120000002387400.000000000120000002387400.00
110905202601280       FM1363      MCFUTCOMDHANIYA   200520260000000.00FF00M510780000000300000003703800.000000001851900.000000000150000000000000000000000.000000000000000000000000.000000000300000003703800.000000000150000001851900.00
110905202601280       G30576      MCFUTCOMCOCUDAKL  200520260000000.00FF00M510780000000400000001366800.000000001366800.000000000400000000000000000000000.000000000000000000000000.000000000400000001366800.000000000400000001366800.00
110905202601280       G30576      MCFUTCOMCOCUDAKL  200720260000000.00FF00M510780000000100000000351300.000000000000000.000000000000000000000000000000000.000000000000000000000000.000000000100000000351300.000000000000000000000000.00
110905202601280       G3072       MCFUTCOMJEERAUNJHA200520260000000.00FF00M510780000000180000003581100.000000003581100.000000000180000000000000000000000.000000000000000000000000.000000000180000003581100.000000000180000003581100.00
110905202600357       00357       MPFUTCOMCASTOR    200520260000000.00FF00M510850000000650000004212000.000000004212000.000000000650000000000000000000000.000000000000000000000000.000000000650000004212000.000000000650000004212000.00
110905202600357       00357       MPFUTCOMJEERAUNJHA200520260000000.00FF00M510850000000000000000000000.000000002387400.000000000120000000000000000000000.000000000000000000000000.000000000000000000000000.000000000120000002387400.00
110905202600359       00359       MPFUTCOMCASTOR    200520260000000.00FF00M510850000000300000001944000.000000001944000.000000000300000000000000000000000.000000000000000000000000.000000000300000001944000.000000000300000001944000.00
110905202600481       00481       MPFUTCOMGUARSEED10190620260000000.00FF00M510850000032950000188638750.000000138831250.000000024250000001000000005700450.000000000300000001725000.000000033950000194339200.000000024550000140556250.00
110905202600481       00481       MPFUTCOMCOCUDAKL  190620260000000.00FF00M510850000009300000032196600.000000012809400.000000003700000000000000000000000.000000000000000000000000.000000009300000032196600.000000003700000012809400.00
110905202600536       H1477       MCFUTCOMGUARGUM5  190620260000000.00FF00M510850000016050000180482250.000000000000000.000000000000000000000000000000000.000000000000000000000000.000000016050000180482250.000000000000000000000000.00
110905202600536       H1477       MCFUTCOMCOCUDAKL  190620260000000.00FF00M510850000000400000001384800.000000001384800.000000000400000000000000000000000.000000000000000000000000.000000000400000001384800.000000000400000001384800.00
110905202600536       H1477       MCFUTCOMJEERAUNJHA190620260000000.00FF00M510850000000780000015713100.000000012087000.000000000600000000000000000000000.000000000000000000000000.000000000780000015713100.000000000600000012087000.00
110905202600536       H1518       MCFUTCOMGUARGUM5  200520260000000.00FF00M510850000004550000050427650.000000049873500.000000004500000000000000000000000.000000000000000000000000.000000004550000050427650.000000004500000049873500.00
110905202601262       ZIEXH       MCFUTCOMJEERAUNJHA200520260000000.00FF00M510650000000390000007759050.000000007759050.000000000390000000000000000000000.000000000000000000000000.000000000390000007759050.000000000390000007759050.00
110905202601262       ZO4DO       MCFUTCOMGUARGUM5  200520260000000.00FF00M510650000000100000001108300.000000001108300.000000000100000000000000000000000.000000000000000000000000.000000000100000001108300.000000000100000001108300.00
110905202601262       ZQKF5       MCFUTCOMGUARGUM5  200520260000000.00FF00M510650000000500000005541500.000000000000000.000000000000000000000000000000000.000000000000000000000000.000000000500000005541500.000000000000000000000000.00
110905202601262       ZU124       MCFUTCOMGUARGUM5  200520260000000.00FF00M510650000000950000010528850.000000003324900.000000000300000000000000000000000.000000000000000000000000.000000000950000010528850.000000000300000003324900.00
110905202601262       ZUCPJ       MCFUTCOMJEERAUNJHA190620260000000.00FF00M510650000000150000003021750.000000000000000.000000000000000000000000000000000.000000000000000000000000.000000000150000003021750.000000000000000000000000.00
110905202601268       CHA2879     MCFUTCOMGUARSEED10200520260000000.00FF00M510700000000400000002239200.000000001679400.000000000300000000000000000000000.000000000000000000000000.000000000400000002239200.000000000300000001679400.00
110905202601268       CHA2879     MCFUTCOMJEERAUNJHA200520260000000.00FF00M510700000000120000002387400.000000001790550.000000000090000000000000000000000.000000000000000000000000.000000000120000002387400.000000000090000001790550.00
110905202601268       ERO597      MCFUTCOMTMCFGRNZM 200520260000000.00FF00M510700000000850000013661200.000000013661200.000000000850000000000000000000000.000000000000000000000000.000000000850000013661200.000000000850000013661200.00
110905202601277       B7643       MCFUTCOMCOCUDAKL  200520260000000.00FF00M510750000000100000000341700.000000000341700.000000000100000000000000000000000.000000000000000000000000.000000000100000000341700.000000000100000000341700.00
110905202601277       FPO002      MCFUTCOMDHANIYA   190620260000000.00FF00M510750000000150000001878000.000000002504000.000000000200000000000000000000000.000000000000000000000000.000000000150000001878000.000000000200000002504000.00
110905202601277       FPO019      MCFUTCOMGUARSEED10200520260000000.00FF00M510750000000100000000559800.000000000559800.000000000100000000000000000000000.000000000000000000000000.000000000100000000559800.000000000100000000559800.00
110905202601277       IS11453     MCFUTCOMTMCFGRNZM 200520260000000.00FF00M510750000000300000004821600.000000004821600.000000000300000000000000000000000.000000000000000000000000.000000000300000004821600.000000000300000004821600.00
110905202601277       IS14525     MCFUTCOMGUARGUM5  190620260000000.00FF00M510750000001000000011245000.000000011245000.000000001000000000000000000000000.000000000000000000000000.000000001000000011245000.000000001000000011245000.00
110905202601280       HAD2026     MCFUTCOMGUARGUM5  200520260000000.00FF00M510780000000150000001662450.000000000000000.000000000000000000000000000000000.000000000000000000000000.000000000150000001662450.000000000000000000000000.00
110905202601280       HAD6098     MCFUTCOMGUARSEED10200520260000000.00FF00M510780000003900000021832200.000000021832200.000000003900000000000000000000000.000000000000000000000000.000000003900000021832200.000000003900000021832200.00
110905202601280       HAD6112     MCFUTCOMGUARSEED10200520260000000.00FF00M510780000002000000011196000.000000012875400.000000002300000000000000000000000.000000000000000000000000.000000002000000011196000.000000002300000012875400.00
110905202601280       HAD6249     MCFUTCOMGUARSEED10200520260000000.00FF00M510780000000400000002239200.000000001679400.000000000300000000000000000000000.000000000000000000000000.000000000400000002239200.000000000300000001679400.00
110905202601280       K1Z567      MCFUTCOMJEERAUNJHA190620260000000.00FF00M510780000000030000000604350.000000000000000.000000000000000000000000000000000.000000000000000000000000.000000000030000000604350.000000000000000000000000.00
110905202601280       M11403      MCFUTCOMCOCUDAKL  200520260000000.00FF00M510780000000100000000341700.000000000341700.000000000100000000000000000000000.000000000000000000000000.000000000100000000341700.000000000100000000341700.00
110905202600547       33036       MCFUTCOMCOCUDAKL  190620260000000.00FF00M510850000000200000000692400.000000000692400.000000000200000000000000000000000.000000000000000000000000.000000000200000000692400.000000000200000000692400.00
110905202600622       16J720      MCFUTCOMCOCUDAKL  190620260000000.00FF00M510850000000200000000692400.000000000000000.000000000000000000000000000000000.000000000000000000000000.000000000200000000692400.000000000000000000000000.00
110905202601007       3919        MCFUTCOMTMCFGRNZM 200520260000000.00FF00M510850000000050000000803600.000000000803600.000000000050000000000000000000000.000000000000000000000000.000000000050000000803600.000000000050000000803600.00
110905202601268       HV04231     MCFUTCOMDHANIYA   190620260000000.00FF00M510700000000400000005008000.000000005008000.000000000400000000000000000000000.000000000000000000000000.000000000400000005008000.000000000400000005008000.00
110905202601268       JJR1675     MCFUTCOMGUARSEED10190620260000000.00FF00M510700000000300000001717500.000000000000000.000000000000000000000000000000000.000000000000000000000000.000000000300000001717500.000000000000000000000000.00
110905202601268       JJR1858     MCFUTCOMGUARGUM5  200520260000000.00FF00M510700000000050000000554150.000000000554150.000000000050000000000000000000000.000000000000000000000000.000000000050000000554150.000000000050000000554150.00
110905202601268       JJR5838     MCFUTCOMDHANIYA   200520260000000.00FF00M510700000000050000000617300.000000000617300.000000000050000000000000000000000.000000000000000000000000.000000000050000000617300.000000000050000000617300.00
110905202601277       IS18119     MCFUTCOMGUARSEED10200520260000000.00FF00M510750000000200000001119600.000000001119600.000000000200000000000000000000000.000000000000000000000000.000000000200000001119600.000000000200000001119600.00
110905202601277       IS7334      MCFUTCOMDHANIYA   190620260000000.00FF00M510750000000100000001252000.000000000626000.000000000050000000000000000000000.000000000000000000000000.000000000100000001252000.000000000050000000626000.00
110905202601277       ISP1300     MCFUTCOMGUARGUM5  200520260000000.00FF00M510750000000550000006095650.000000006095650.000000000550000000000000000000000.000000000000000000000000.000000000550000006095650.000000000550000006095650.00
110905202601277       ISP1300     MCFUTCOMGUARSEED10190620260000000.00FF00M510750000000400000002290000.000000000000000.000000000000000000000000000000000.000000000000000000000000.000000000400000002290000.000000000000000000000000.00
110905202601277       J99         MCFUTCOMTMCFGRNZM 200520260000000.00FF00M510750000000500000008036000.000000008036000.000000000500000000000000000000000.000000000000000000000000.000000000500000008036000.000000000500000008036000.00
110905202601280       O10713      MCFUTCOMJEERAUNJHA200520260000000.00FF00M510780000000060000001193700.000000000000000.000000000000000000000000000000000.000000000000000000000000.000000000060000001193700.000000000000000000000000.00
110905202601280       PL10378     MCFUTCOMGUARGUM5  200520260000000.00FF00M510780000000100000001108300.000000001108300.000000000100000000000000000000000.000000000000000000000000.000000000100000001108300.000000000100000001108300.00
110905202601007       A124059     MCFUTCOMCOCUDAKL  200520260000000.00FF00M510850000000200000000683400.000000000683400.000000000200000000000000000000000.000000000000000000000000.000000000200000000683400.000000000200000000683400.00
110905202601007       A684673     MCFUTCOMJEERAUNJHA190620260000000.00FF00M510850000000060000001208700.000000000000000.000000000000000000000000000000000.000000000000000000000000.000000000060000001208700.000000000000000000000000.00
110905202601007       A810232     MCFUTCOMGUARGUM5  200520260000000.00FF00M510850000000750000008312250.000000005541500.000000000500000000000000000000000.000000000000000000000000.000000000750000008312250.000000000500000005541500.00
110905202601007       A810330     MCFUTCOMDHANIYA   200520260000000.00FF00M510850000000050000000617300.000000000617300.000000000050000000000000000000000.000000000000000000000000.000000000050000000617300.000000000050000000617300.00
110905202601007       A82744      MCFUTCOMCOCUDAKL  200820260000000.00FF00M510850000000500000001786000.000000001786000.000000000500000000000000000000000.000000000000000000000000.000000000500000001786000.000000000500000001786000.00
110905202601268       KTT1877     MCFUTCOMGUARGUM5  190620260000000.00FF00M510700000000550000006184750.000000000000000.000000000000000000000000000000000.000000000000000000000000.000000000550000006184750.000000000000000000000000.00
110905202601268       KTT2018     MCFUTCOMTMCFGRNZM 190620260000000.00FF00M510700000000250000004056500.000000000000000.000000000000000000000000000000000.000000000000000000000000.000000000250000004056500.000000000000000000000000.00
110905202601268       KTT2270     MCFUTCOMDHANIYA   200520260000000.00FF00M510700000000550000006790300.000000006790300.000000000550000000000000000000000.000000000000000000000000.000000000550000006790300.000000000550000006790300.00
110905202601268       KTT2864     MCFUTCOMGUARGUM5  190620260000000.00FF00M510700000000050000000562250.000000000000000.000000000000000000000000000000000.000000000000000000000000.000000000050000000562250.000000000000000000000000.00
110905202601268       KTT2864     MCFUTCOMDHANIYA   190620260000000.00FF00M510700000000050000000626000.000000000626000.000000000050000000000000000000000.000000000000000000000000.000000000050000000626000.000000000050000000626000.00
110905202601268       KTT2864     MCFUTCOMCOCUDAKL  190620260000000.00FF00M510700000000200000000692400.000000000692400.000000000200000000000000000000000.000000000000000000000000.000000000200000000692400.000000000200000000692400.00
110905202601277       PA5009      MCFUTCOMJEERAUNJHA200520260000000.00FF00M510750000000150000002984250.000000001193700.000000000060000000000000000000000.000000000000000000000000.000000000150000002984250.000000000060000001193700.00
110905202601277       PAS2602     MCFUTCOMCASTOR    200520260000000.00FF00M510750000000250000001620000.000000001620000.000000000250000000000000000000000.000000000000000000000000.000000000250000001620000.000000000250000001620000.00
110905202601277       SS582       MCFUTCOMDHANIYA   200520260000000.00FF00M510750000000150000001851900.000000001234600.000000000100000000000000000000000.000000000000000000000000.000000000150000001851900.000000000100000001234600.00
110905202601277       SS614       MCFUTCOMJEERAUNJHA190620260000000.00FF00M510750000000030000000604350.000000000000000.000000000000000000000000000000000.000000000000000000000000.000000000030000000604350.000000000000000000000000.00
110905202601280       A111486     MCFUTCOMJEERAUNJHA200520260000000.00FF00M510780000001860000037004700.000000037004700.000000001860000000000000000000000.000000000000000000000000.000000001860000037004700.000000001860000037004700.00
110905202601280       RLA3534     MCFUTCOMDHANIYA   190620260000000.00FF00M510780000000050000000626000.000000002504000.000000000200000000000000000000000.000000000000000000000000.000000000050000000626000.000000000200000002504000.00
110905202601280       RLA3534     MCFUTCOMJEERAUNJHA190620260000000.00FF00M510780000000030000000604350.000000000000000.000000000000000000000000000000000.000000000000000000000000.000000000030000000604350.000000000000000000000000.00
110905202601280       SID1376     MCFUTCOMCASTOR    200520260000000.00FF00M510780000004350000028188000.000000028188000.000000004350000000000000000000000.000000000000000000000000.000000004350000028188000.000000004350000028188000.00
110905202601280       UJ5327      MCFUTCOMGUARGUM5  200520260000000.00FF00M510780000000350000003879050.000000001108300.000000000100000000000000000000000.000000000000000000000000.000000000350000003879050.000000000100000001108300.00
110905202601280       UJ9107      MCFUTCOMGUARGUM5  190620260000000.00FF00M510780000000400000004498000.000000000000000.000000000000000000000000000000000.000000000000000000000000.000000000400000004498000.000000000000000000000000.00
110905202601280       UJ9140      MCFUTCOMJEERAUNJHA200520260000000.00FF00M510780000006900000137275500.000000304990350.000000015330000000000000000000000.000000000000000000000000.000000006900000137275500.000000015330000304990350.00
110905202601280       UJ9160      MCFUTCOMGUARGUM5  200520260000000.00FF00M510780000005200000057631600.000000057631600.000000005200000000000000000000000.000000000000000000000000.000000005200000057631600.000000005200000057631600.00
110905202601280       UJ9160      MCFUTCOMCASTOR    200520260000000.00FF00M510780000000100000000648000.000000000648000.000000000100000000000000000000000.000000000000000000000000.000000000100000000648000.000000000100000000648000.00
110905202601007       B103915     MCFUTCOMDHANIYA   200820260000000.00FF00M510850000000250000003212500.000000000000000.000000000000000000000000000000000.000000000000000000000000.000000000250000003212500.000000000000000000000000.00
110905202601007       B15601      MCFUTCOMGUARSEED10200520260000000.00FF00M510850000000200000001119600.000000001119600.000000000200000000000000000000000.000000000000000000000000.000000000200000001119600.000000000200000001119600.00
110905202601007       B231161     MCFUTCOMCOCUDAKL  200520260000000.00FF00M510850000000600000002050200.000000002050200.000000000600000000000000000000000.000000000000000000000000.000000000600000002050200.000000000600000002050200.00
110905202601007       B231161     MCFUTCOMCOCUDAKL  190620260000000.00FF00M510850000001500000005193000.000000003115800.000000000900000000000000000000000.000000000000000000000000.000000001500000005193000.000000000900000003115800.00
110905202601268       KTT3396     MCFUTCOMDHANIYA   200520260000000.00FF00M510700000000400000004938400.000000004938400.000000000400000000000000000000000.000000000000000000000000.000000000400000004938400.000000000400000004938400.00
110905202601268       KTT3585     MCFUTCOMDHANIYA   190620260000000.00FF00M510700000001700000021284000.000000008764000.000000000700000000000000000000000.000000000000000000000000.000000001700000021284000.000000000700000008764000.00
110905202601268       KTT3605     MCFUTCOMDHANIYA   200520260000000.00FF00M510700000000900000011111400.000000011111400.000000000900000000000000000000000.000000000000000000000000.000000000900000011111400.000000000900000011111400.00
110905202601268       KTT3661     MCFUTCOMGUARSEED10200520260000000.00FF00M510700000000250000001399500.000000001399500.000000000250000000000000000000000.000000000000000000000000.000000000250000001399500.000000000250000001399500.00
110905202601280       A111494     MCFUTCOMTMCFGRNZM 190620260000000.00FF00M510780000000450000007301700.000000000811300.000000000050000000000000000000000.000000000000000000000000.000000000450000007301700.000000000050000000811300.00
110905202601280       A111494     MCFUTCOMJEERAUNJHA200520260000000.00FF00M510780000000150000002984250.000000002984250.000000000150000000000000000000000.000000000000000000000000.000000000150000002984250.000000000150000002984250.00
110905202601280       A111494     MCFUTCOMJEERAUNJHA190620260000000.00FF00M510780000000060000001208700.000000001208700.000000000060000000000000000000000.000000000000000000000000.000000000060000001208700.000000000060000001208700.00
110905202601280       A111505     MCFUTCOMCASTOR    200520260000000.00FF00M510780000000350000002268000.000000002268000.000000000350000000000000000000000.000000000000000000000000.000000000350000002268000.000000000350000002268000.00
110905202601280       A111505     MCFUTCOMDHANIYA   190620260000000.00FF00M510780000000650000008138000.000000005634000.000000000450000000000000000000000.000000000000000000000000.000000000650000008138000.000000000450000005634000.00
110905202601280       AF11387     MCFUTCOMJEERAUNJHA200520260000000.00FF00M510780000005340000106239300.000000091318050.000000004590000000000000000000000.000000000000000000000000.000000005340000106239300.000000004590000091318050.00
110905202601280       AF12923     MCFUTCOMGUARGUM5  200520260000000.00FF00M510780000000500000005541500.000000028815800.000000002600000000000000000000000.000000000000000000000000.000000000500000005541500.000000002600000028815800.00
110905202601280       AF19062     MCFUTCOMJEERAUNJHA190620260000000.00FF00M510780000000030000000604350.000000000000000.000000000000000000000000000000000.000000000000000000000000.000000000030000000604350.000000000000000000000000.00
110905202601280       AF19205     MCFUTCOMGUARGUM5  190620260000000.00FF00M510780000000000000000000000.000000008433750.000000000750000000000000000000000.000000000000000000000000.000000000000000000000000.000000000750000008433750.00
110905202601280       AF19205     MCFUTCOMJEERAUNJHA200520260000000.00FF00M510780000000240000004774800.000000015518100.000000000780000000000000000000000.000000000000000000000000.000000000240000004774800.000000000780000015518100.00
110905202601280       AF19369     MCFUTCOMGUARGUM5  200520260000000.00FF00M510780000001350000014962050.000000060402350.000000005450000000000000000000000.000000000000000000000000.000000001350000014962050.000000005450000060402350.00
110905202601280       AF19369     MCFUTCOMGUARGUM5  190620260000000.00FF00M510780000000000000000000000.000000015180750.000000001350000000000000000000000.000000000000000000000000.000000000000000000000000.000000001350000015180750.00
110905202601280       AF19369     MCFUTCOMJEERAUNJHA200520260000000.00FF00M510780000000000000000000000.000000006565350.000000000330000000000000000000000.000000000000000000000000.000000000000000000000000.000000000330000006565350.00
110905202601280       AMR10453    MCFUTCOMGUARGUM5  190620260000000.00FF00M510780000000750000008433750.000000000562250.000000000050000000000000000000000.000000000000000000000000.000000000750000008433750.000000000050000000562250.00
110905202601280       UJ9278      MCFUTCOMCASTOR    190620260000000.00FF00M510780000000000000000000000.000000024973600.000000003800000000000000000000000.000000000000000000000000.000000000000000000000000.000000003800000024973600.00
110905202601280       UJ9565      MCFUTCOMJEERAUNJHA200520260000000.00FF00M510780000000060000001193700.000000001193700.000000000060000000000000000000000.000000000000000000000000.000000000060000001193700.000000000060000001193700.00
110905202601280       UJ9703      MCFUTCOMGUARSEED10200520260000000.00FF00M510780000001800000010076400.000000010076400.000000001800000000000000000000000.000000000000000000000000.000000001800000010076400.000000001800000010076400.00
110905202601280       UJ9712      MCFUTCOMJEERAUNJHA200520260000000.00FF00M510780000000030000000596850.000000000596850.000000000030000000000000000000000.000000000000000000000000.000000000030000000596850.000000000030000000596850.00
110905202601280       UJ9769      MCFUTCOMDHANIYA   190620260000000.00FF00M510780000000850000010642000.000000000000000.000000000000000000000000000000000.000000000000000000000000.000000000850000010642000.000000000000000000000000.00
110905202601007       B45307      MCFUTCOMGUARSEED10190620260000000.00FF00M510850000000300000001717500.000000000000000.000000000000000000000000000000000.000000000000000000000000.000000000300000001717500.000000000000000000000000.00
110905202601075       PB290       MCFUTCOMCOCUDAKL  200520260000000.00FF00M510850000007000000023919000.000000023577300.000000006900000000000000000000000.000000000000000000000000.000000007000000023919000.000000006900000023577300.00
110905202601075       PB290       MCFUTCOMCOCUDAKL  190620260000000.00FF00M510850000000900000003115800.000000003115800.000000000900000000000000000000000.000000000000000000000000.000000000900000003115800.000000000900000003115800.00
110905202601236       01236       MPFUTCOMDHANIYA   200520260000000.00FF00M510850000192700002379074200.000002377839600.000000192600000000000000000000000.000000000000000000000000.000000192700002379074200.000000192600002377839600.00
110905202601236       01236       MPFUTCOMGUARSEED10190620260000000.00FF00M510850000070800000405330000.000001049106250.000000183250000000000000000000000.000000000000000000000000.000000070800000405330000.000000183250001049106250.00
110905202601236       01236       MPFUTCOMCOCUDAKL  190620260000000.00FF00M510850000079000000273498000.000000369395400.000000106700000000000000000000000.000000000000000000000000.000000079000000273498000.000000106700000369395400.00
110905202601241       A31         MCFUTCOMTMCFGRNZM 200520260000000.00FF00M510850000000650000010446800.000000010446800.000000000650000000000000000000000.000000000000000000000000.000000000650000010446800.000000000650000010446800.00
110905202601268       KTT646      MCFUTCOMDHANIYA   200520260000000.00FF00M510700000000200000002469200.000000001851900.000000000150000000000000000000000.000000000000000000000000.000000000200000002469200.000000000150000001851900.00
110905202601268       KTT802      MCFUTCOMGUARGUM5  190620260000000.00FF00M510700000000100000001124500.000000000000000.000000000000000000000000000000000.000000000000000000000000.000000000100000001124500.000000000000000000000000.00
110905202601268       R6820043    MCFUTCOMGUARGUM5  190620260000000.00FF00M510700000000050000000562250.000000000000000.000000000000000000000000000000000.000000000000000000000000.000000000050000000562250.000000000000000000000000.00
110905202601268       R6820043    MCFUTCOMGUARSEED10190620260000000.00FF00M510700000000050000000286250.000000000000000.000000000000000000000000000000000.000000000000000000000000.000000000050000000286250.000000000000000000000000.00
110905202601268       R6820163    MCFUTCOMGUARGUM5  190620260000000.00FF00M510700000000050000000562250.000000000000000.000000000000000000000000000000000.000000000000000000000000.000000000050000000562250.000000000000000000000000.00
110905202601268       R7940116    MCFUTCOMGUARGUM5  200520260000000.00FF00M510700000000200000002216600.000000000000000.000000000000000000000000000000000.000000000000000000000000.000000000200000002216600.000000000000000000000000.00
110905202601268       R8720003    MCFUTCOMGUARGUM5  200520260000000.00FF00M510700000001800000019949400.000000011083000.000000001000000000000000000000000.000000000000000000000000.000000001800000019949400.000000001000000011083000.00
110905202601268       R872B102    MCFUTCOMGUARGUM5  190620260000000.00FF00M510700000000100000001124500.000000000000000.000000000000000000000000000000000.000000000000000000000000.000000000100000001124500.000000000000000000000000.00
110905202601268       Y4970102    MCFUTCOMJEERAUNJHA200520260000000.00FF00M510700000000060000001193700.000000000000000.000000000000000000000000000000000.000000000000000000000000.000000000060000001193700.000000000000000000000000.00
110905202601280       DSA1303     MCFUTCOMGUARGUM5  200520260000000.00FF00M510780000000900000009974700.000000009974700.000000000900000000000000000000000.000000000000000000000000.000000000900000009974700.000000000900000009974700.00
110905202601280       F10899      MCFUTCOMDHANIYA   190620260000000.00FF00M510780000000050000000626000.000000000626000.000000000050000000000000000000000.000000000000000000000000.000000000050000000626000.000000000050000000626000.00
110905202601280       UJB5126     MCFUTCOMGUARGUM5  200520260000000.00FF00M510780000000050000000554150.000000000554150.000000000050000000000000000000000.000000000000000000000000.000000000050000000554150.000000000050000000554150.00
110905202601280       UJB5129     MCFUTCOMCASTOR    200520260000000.00FF00M510780000009400000060912000.000000105300000.000000016250000000000000000000000.000000000000000000000000.000000009400000060912000.000000016250000105300000.00
110905202601280       UJB5220     MCFUTCOMDHANIYA   200520260000000.00FF00M510780000000000000000000000.000000001851900.000000000150000000000000000000000.000000000000000000000000.000000000000000000000000.000000000150000001851900.00
110905202601280       VJ1204      MCFUTCOMCOCUDAKL  190620260000000.00FF00M510780000001300000004500600.000000002423400.000000000700000000000000000000000.000000000000000000000000.000000001300000004500600.000000000700000002423400.00
